4,0,"0.0656345030100685936956639703902217"
4,1,"0.434365496989931406304336029609778"
6,0,"0.0214581665902342083035072979218141"
6,1,"0.136273031376917779054475570248683"
6,2,"0.342268802032848012642017131829503"
8,0,"0.0109040132354213361463271045649394"
8,1,"0.0547304897746472575493368658252822"
8,2,"0.160252800989247321771799574285985"
8,3,"0.274112696000684084532536455323794"
10,0,"0.00686617516564790601084356185745639"
10,1,"0.0278078587358724784906769907675619"
10,2,"0.0793535896176377270079896426068862"
10,3,"0.159614373786353449631393004714974"
10,4,"0.226358002694488438859096800053121"
12,0,"0.00487292319299906879669869080677884"
12,1,"0.0165852433972351395068086071150352"
12,2,"0.0441763364198343853921566724684076"
12,3,"0.0920966949570833936623188977802751"
12,4,"0.150288031831222902520954472311136"
12,5,"0.191980770201625110121062659518367"
14,0,"0.00372415169314537658995455264403994"
14,1,"0.0110280638525073624124012430622831"
14,2,"0.0272494150063648296252650545722230"
14,3,"0.0561849520087458577187828648128861"
14,4,"0.0966725685303885836889455369429436"
14,5,"0.138809358704021490933158446368110"
14,6,"0.166331490204826499031492301597514"
16,0,"0.00299062440738420982493568164822568"
16,1,"0.00791338882803712632139142291671373"
16,2,"0.0182210823165231609739828376660601"
16,3,"0.0365094074581240965753540281592221"
16,4,"0.0636591826787372045294582700848218"
16,5,"0.0965936183105101172423413042011627"
16,6,"0.127547232466500797325447603396217"
16,7,"0.146565463534183287207088851927576"
18,0,"0.00248719746187576396832705677292243"
18,1,"0.00600114994204417047122110802272984"
18,2,"0.0129698191863142738639591331261618"
18,3,"0.0251080068226114971465763482112004"
18,4,"0.0435384122871465994077542925080315"
18,5,"0.0676266122671596825001449295294508"
18,6,"0.0940913109663999384575499506867659"
18,7,"0.117265395287394282217575281352751"
18,8,"0.130912095779053791966891899789986"
20,0,"0.00212280691716860727343615269807044"
20,1,"0.00474336824847929873740740915938596"
20,2,"0.00969305390699951342053265284773738"
20,3,"0.0181148048288729650701443379198245"
20,4,"0.0309604691085482091941434177652034"
20,5,"0.0483931205090895178138462248416828"
20,6,"0.0691772195099514734646128763832441"
20,7,"0.0904371542764019761667801283317304"
20,8,"0.108127381941068911104463225294700"
20,9,"0.118230620753419527754633574758421"
22,0,"0.00184810311122762390107122000177121"
22,1,"0.00387057960792425450528725260959180"
22,2,"0.00752866145305532651008402606945701"
22,3,"0.0136004239357914289072969979784112"
22,4,"0.0228181742516608202962500830282107"
22,5,"0.0355552601852216265727193735861072"
22,6,"0.0514543387728636923907555409562421"
22,7,"0.0691569541584229125848793448830765"
22,8,"0.0863268444123414643448292906713386"
22,9,"0.100081165726551187992882943600760"
22,10,"0.107759494384939661993943926615034"
24,0,"0.00163427741916700432776055268236841"
24,1,"0.00323864577383206446893813812441043"
24,2,"0.00603109004242226734962841375816057"
24,3,"0.0105541533548128721571801933568746"
24,4,"0.0173558822582330682159545762397627"
24,5,"0.0268204541616013171762020962286449"
24,6,"0.0389477233080572317058727722478662"
24,7,"0.0531489716490261619564461255324088"
24,8,"0.0681561060321639281094806765057095"
24,9,"0.0821319257990589744114737958054269"
24,10,"0.0930072361611319140367179566160235"
24,11,"0.0989735340404931960843447029023433"
26,0,"0.00146349417861146693451094604502860"
26,1,"0.00276507608998774296702293200551476"
26,2,"0.00495445210117276905263277329177474"
26,3,"0.00841893101825132453632243750731547"
26,4,"0.0135672341701908543022606450122993"
26,5,"0.0207347593717469612382049059088720"
26,6,"0.0300524729997319030229778455253510"
26,7,"0.0413080951999546541744912971634296"
26,8,"0.0538473125206348214846857370987375"
26,9,"0.0665682209472396527905336650538409"
26,10,"0.0780448117672191537687075126409000"
26,11,"0.0867751515092179823815234880897346"
26,12,"0.0914999881260407133461258146572017"
28,0,"0.00132417322857308479046871069582582"
28,1,"0.00239997846457229179948584194821412"
28,2,"0.00415530348544832042180601683036949"
28,3,"0.00687276036705904199059522623191359"
28,4,"0.0108590761183257284988763972790171"
28,5,"0.0163903388880391011263886572932059"
28,6,"0.0236328724580510250680431201116756"
28,7,"0.0325520795506948326507397447012104"
28,8,"0.0428326283936410957665790299681677"
28,9,"0.0538399401367474879223665069747758"
28,10,"0.0646499728420762764812558176608494"
28,11,"0.0741593858619452144519026287072607"
28,12,"0.0812639540334574396790420953503578"
28,13,"0.0850675361713690593524502062471565"
30,0,"0.00120849498881110014928033271982944"
30,1,"0.00211175901195785549422540783452048"
30,2,"0.00354592116487895036733782130310647"
30,3,"0.00572135808894752353295959505885803"
30,4,"0.00887063333563877875970414100549963"
30,5,"0.0132158673112861761980132547032042"
30,6,"0.0189200528708896926302635020567135"
30,7,"0.0260276368457050528821356754242385"
30,8,"0.0344058999010429814955904651259342"
30,9,"0.0437035744479938758484726729385922"
30,10,"0.0533441630132406911629110330875985"
30,11,"0.0625666363251188826200092986887838"
30,12,"0.0705155181579237679355959114712250"
30,13,"0.0763682107660054295398126321132617"
30,14,"0.0794742737705592413836882564686343"
32,0,"0.00111100262407734884680766594284576"
32,1,"0.00187962178330686097812801570537993"
32,2,"0.00307044833218782319381624096059150"
32,3,"0.00484294049584930312757518195612223"
32,4,"0.00737551851919537845295766139546923"
32,5,"0.0108455637973277825210251762705909"
32,6,"0.0153988369157637024343608151340898"
32,7,"0.0211105705423603941409932130251323"
32,8,"0.0279439848129743923190381566721397"
32,9,"0.0357151978657628122104201134126821"
32,10,"0.0440751887648483030095403776302135"
32,11,"0.0525184295456618142328009265709492"
32,12,"0.0604234805143180377556463952354281"
32,13,"0.0671237519521827595698012081607893"
32,14,"0.0719984596748174709334538328363618"
32,15,"0.0745670038593658162736350190912146"
34,0,"0.00102778014978157791750118691147072"
34,1,"0.00168941909779560091680891037718360"
34,2,"0.00269205847751794818598351452566241"
34,3,"0.00415854634890122390155328536698135"
34,4,"0.00622742658526303436616584133317505"
34,5,"0.00904036038177190404059407340298988"
34,6,"0.0127225148827062431384779071080050"
34,7,"0.0173568266475504047995541460499241"
34,8,"0.0229550293373886752108175371054102"
34,9,"0.0294303601362628282305945947942484"
34,10,"0.0365783007301289557070176764048929"
34,11,"0.0440718949983983302302379920198345"
34,12,"0.0514766400697974630469036596476492"
34,13,"0.0582866300008142979197600144075758"
34,14,"0.0639790813029834771092791011922302"
34,15,"0.0680796576162677605333542847118646"
34,16,"0.0702274732366702747453962746409021"
36,0,"0.000955948967324451447038360867677447"
36,1,"0.00153124849455131252128869590524499"
36,2,"0.00238572573112330482837163403385641"
36,3,"0.00361542421092086564284947398887343"
36,4,"0.00532919913242853527414246294829938"
36,5,"0.00764062005388573858981667017786240"
36,6,"0.0106551423480026511892869507928082"
36,7,"0.0144528644746088459572893974183921"
36,8,"0.0190683295972228882455803242572072"
36,9,"0.0244700826899237111621739682508243"
36,10,"0.0305437467357076667955242563641154"
36,11,"0.0370828655314520157046206731653354"
36,12,"0.0437913547593701518331828084346204"
36,13,"0.0502999562070297866243671422521455"
36,14,"0.0561967208648229640634045216243705"
36,15,"0.0610686744225713181541707597283808"
36,16,"0.0645490966042318148008415998768739"
36,17,"0.0663629991748219771660502999131122"
38,0,"0.000893348407118376563948524132887788"
38,1,"0.00139800526854958476787062613843540"
38,2,"0.00213398678742068272401977181366850"
38,3,"0.00317738356575652707537930984231772"
38,4,"0.00461469058020940152320031689502281"
38,5,"0.00653748298268098329971106213589216"
